iso_code,country,sdg_region,bound,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,
DMA,Dominica,Latin America and the Caribbean,Median,18.5233,18.3513,18.2435,18.2010,18.2191,18.2876,18.4038,18.5734,18.7892,19.0557,19.3620,19.7226,20.1319,20.5879,21.0818,21.6219,22.2047,22.8211,23.4854,24.1994,24.9559,25.7412,26.5734,27.4456,28.3414,29.2807,30.2315,31.1823,32.1190,33.0152,33.8224,34.5171,35.0977,35.4723,,,,,,,,,
DMA,Dominica,Latin America and the Caribbean,Upper,19.6864,19.5109,19.3989,19.3548,19.3754,19.4424,19.5743,19.7597,20.0133,20.3122,20.6512,21.0395,21.4736,21.9493,22.4835,23.0726,23.7024,24.3864,25.1164,25.8911,26.7255,27.6168,28.5906,29.6396,30.7398,31.8958,33.1161,34.3669,35.6731,36.9531,38.1905,39.3232,40.2524,41.0530,,,,,,,,,
DNK,Denmark,Europe and Northern America,Lower,8.6490,8.1652,7.6330,7.1052,6.6637,6.3153,6.0390,5.8275,5.6620,5.5380,5.4386,5.3169,5.1844,5.0216,4.8418,4.6536,4.4640,4.2913,4.1353,4.0187,3.9419,3.9034,3.9048,3.9128,3.9138,3.8936,3.8506,3.7895,3.7050,3.6134,3.5133,3.3921,3.2447,3.0732,,,,,,,,,
DNK,Denmark,Europe and Northern America,Median,8.9265,8.4272,7.8793,7.3569,6.9107,6.5495,6.2615,6.0395,5.8706,5.7434,5.6340,5.5192,5.3805,5.2178,5.0320,4.8366,4.6460,4.4697,4.3189,4.2019,4.1206,4.0807,4.0750,4.0832,4.0834,4.0679,4.0282,3.9633,3.8780,3.7825,3.6872,3.5954,3.5106,3.4233,,,,,,,,,
DNK,Denmark,Europe and Northern America,Upper,9.2179,8.6976,8.1260,7.6016,7.1452,6.7809,6.4896,6.2578,6.0866,5.9540,5.8472,5.7359,5.5887,5.4281,5.2333,5.0294,4.8314,4.6491,4.4973,4.3818,4.3053,4.2639,4.2531,4.2661,4.2705,4.2576,4.2187,4.1478,4.0597,3.9642,3.8742,3.8087,3.7903,3.8078,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Lower,55.7622,53.4431,51.1678,48.9269,46.7212,44.6301,42.6595,40.8942,39.3186,37.9669,36.7578,35.8166,34.9698,34.2874,33.7410,33.2849,32.8264,32.4486,32.0647,31.7150,31.4293,31.1724,30.8839,30.5500,30.1385,29.6706,29.1930,28.6523,27.8990,27.0716,25.9599,24.7734,23.4717,22.1416,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Median,59.4658,57.0159,54.6062,52.2239,49.9633,47.8070,45.8266,44.0191,42.4123,41.0290,39.8241,38.8009,37.9526,37.2627,36.6999,36.2349,35.8684,35.5966,35.3539,35.1897,35.0818,34.9797,34.9435,34.9543,34.9715,34.9861,35.0180,34.9633,34.7379,34.3480,33.7506,33.0724,32.2499,31.4113,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Upper,63.4608,60.8439,58.2484,55.7072,53.2451,51.0826,49.0721,47.2086,45.5968,44.1752,42.9535,41.9037,41.0287,40.3432,39.7863,39.3743,39.0938,38.8998,38.8426,38.8227,38.8624,39.0578,39.3808,39.7699,40.3026,40.9879,41.7463,42.7186,43.3233,43.7616,44.1263,44.3673,44.5988,44.7539,,,,,,,,,
DZA,Algeria,Northern Africa and Western Asia,Lower,47.9086,46.8115,46.1162,45.5344,44.9378,44.2485,43.4185,42.5217,41.5438,40.3882,39.1543,37.8104,36.3663,34.9515,33.4936,32.0989,30.7800,29.5477,28.4282,27.4207,26.5307,25.7551,25.0735,24.4870,23.9517,23.4825,23.0589,22.6690,22.3091,21.9439,21.5870,21.1626,20.5798,19.8482,,,,,,,,,
DZA,Algeria,Northern Africa and Western Asia,Median,51.6986,50.9358,50.3737,49.8016,49.0445,48.1284,47.0242,45.7802,44.4721,43.0917,41.5983,40.0715,38.4996,36.9542,35.4242,33.9508,32.5624,31.2599,30.0940,29.0395,28.1088,27.2975,26.5850,25.9571,25.4137,24.9296,24.4785,24.0484,23.6501,23.2701,22.9335,22.5912,22.3006,22.0008,,,,,,,,,
DZA,Algeria,Northern Africa and Western Asia,Upper,55.5375,55.1414,54.7821,54.2359,53.4457,52.3022,50.9042,49.2693,47.6199,45.9097,44.2083,42.5247,40.7784,39.1137,37.4898,35.9150,34.4399,33.1092,31.8964,30.7708,29.7825,28.9222,28.1818,27.5026,26.9281,26.3920,25.9179,25.4840,25.0401,24.6598,24.3490,24.1626,24.1720,24.3903,,,,,,,,,
ECU,Ecuador,Latin America and the Caribbean,Lower,48.4316,45.9419,43.5124,41.0571,38.5107,36.0835,33.7394,31.6099,29.6385,27.8556,26.3197,24.9669,23.7845,22.7098,21.7565,20.9349,20.1683,19.3869,18.6847,18.0026,17.3456,16.7202,16.1277,15.5981,15.1348,14.7548,14.4158,14.0371,13.6445,13.2538,12.8955,12.5428,12.1742,11.7676,,,,,,,,,
ECU,Ecuador,Latin America and the Caribbean,Median,53.8750,51.2195,48.6405,46.0329,43.4085,40.7697,38.1798,35.7021,33.4456,31.4285,29.6485,28.1069,26.7921,25.6522,24.6255,23.6597,22.7656,21.8719,20.9664,20.0486,19.1505,18.2704,17.4221,16.6319,15.9274,15.3346,14.8426,14.4362,14.0911,13.8034,13.5631,13.3656,13.2026,13.0549,,,,,,,,,
ECU,Ecuador,Latin America and the Caribbean,Upper,59.9500,57.1263,54.3763,51.5587,48.7298,45.8523,42.9648,40.2305,37.6432,35.2851,33.3472,31.6939,30.2885,29.0459,27.8724,26.7870,25.7108,24.6467,23.4888,22.3285,21.1810,20.0115,18.8494,17.7491,16.7874,15.9489,15.2907,14.8326,14.5540,14.3947,14.2854,14.2208,14.2739,14.4096,,,,,,,,,
EGY,Egypt,Northern Africa and Western Asia,Lower,81.5069,77.3714,73.3327,69.1841,65.1068,60.9904,57.0320,53.3108,49.8236,46.6233,43.7148,41.0701,38.7117,36.5762,34.6545,32.9453,31.3251,29.8054,28.3362,26.9285,25.5247,24.0775,22.6231,21.2265,19.9085,18.6022,17.4383,16.3798,15.2421,14.2939,13.3330,12.4656,11.6952,10.9610,,,,,,,,,
EGY,Egypt,Northern Africa and Western Asia,Median,85.6772,81.4309,77.2674,73.0836,68.8181,64.5494,60.3926,56.5075,52.8979,49.5987,46.6070,43.9312,41.5315,39.3778,37.4588,35.7282,34.1402,32.6570,31.2416,29.9073,28.6097,27.3780,26.2497,25.1661,24.1439,23.2541,22.4307,21.6243,20.8071,20.0926,19.3780,18.7489,18.1055,17.5278,,,,,,,,,
EGY,Egypt,Northern Africa and Western Asia,Upper,90.1317,85.7119,81.3993,77.2330,72.7328,68.2276,63.8992,59.9090,56.2251,52.8400,49.7668,47.0102,44.5678,42.4033,40.4764,38.8071,37.3018,35.8581,34.5902,33.3134,32.1915,31.2353,30.5294,29.9040,29.4358,29.1323,28.9203,28.7751,28.6883,28.5069,28.3624,28.4857,28.3895,28.3460,,,,,,,,,
ERI,Eritrea,Sub-Saharan Africa,Lower,139.9350,133.5508,126.5734,119.4602,112.0660,104.8222,98.2025,92.0718,86.7594,98.8808,77.5509,73.5741,69.8719,66.4975,63.2926,60.2958,57.4358,54.7630,51.9216,49.0262,46.0773,43.1626,40.3665,37.6381,35.0428,32.5882,30.4588,28.2624,26.4143,24.8008,23.2666,21.8991,20.5483,19.3307,,,,,,,,,
ERI,Eritrea,Sub-Saharan Africa,Median,153.5916,146.4923,138.7545,130.7079,122.5976,114.7502,107.4767,100.9363,95.1299,108.6127,85.2742,81.0772,77.2859,73.7773,70.5149,67.4506,64.5969,61.8813,59.3775,57.0871,54.9919,53.0554,51.2412,49.4157,47.7677,46.1173,44.5885,43.2141,41.7317,40.3452,39.0501,37.8860,36.6422,35.3824,,,,,,,,,
ERI,Eritrea,Sub-Saharan Africa,Upper,168.0859,160.2123,151.6276,142.8101,134.0983,125.5347,117.7428,110.7016,104.5487,119.5369,94.0460,89.6113,85.6196,81.9741,78.5089,75.3329,72.4239,69.9255,67.8555,66.5193,65.6808,65.3838,65.3233,65.5137,65.7383,65.7716,66.0013,66.2132,66.4247,66.2767,66.3396,66.2623,66.0747,65.7172,,,,,,,,,
ESP,Spain,Europe and Northern America,Lower,8.9865,8.5887,8.1674,7.7111,7.2391,6.7710,6.3510,6.0069,5.7183,5.4947,5.3186,5.1719,5.0503,4.9219,4.7833,4.6259,4.4557,4.2833,4.1062,3.9372,3.7750,3.6249,3.4967,3.3868,3.3044,3.2436,3.1979,3.1676,3.1369,3.1104,3.0833,3.0554,3.0118,2.9385,,,,,,,,,
ESP,Spain,Europe and Northern America,Median,9.1596,8.7551,8.3221,7.8616,7.3765,6.9027,6.4774,6.1226,5.8333,5.6050,5.4237,5.2750,5.1466,5.0189,4.8751,4.7154,4.5426,4.3641,4.1853,4.0108,3.8465,3.6967,3.5655,3.4562,3.3724,3.3105,3.2660,3.2343,3.2085,3.1819,3.1573,3.1395,3.1310,3.1156,,,,,,,,,
ESP,Spain,Europe and Northern America,Upper,9.3354,8.9311,8.4862,8.0218,7.5202,7.0363,6.6064,6.2447,5.9526,5.7152,5.5258,5.3792,5.2456,5.1203,4.9726,4.8101,4.6343,4.4481,4.2674,4.0882,3.9211,3.7700,3.6351,3.5258,3.4400,3.3781,3.3354,3.3034,3.2813,3.2557,3.2324,3.2269,3.2532,3.3058,,,,,,,,,
EST,Estonia,Europe and Northern America,Lower,17.0915,16.9108,16.6594,16.2720,15.7293,15.0140,14.1765,13.2475,12.3012,11.3814,10.4884,9.6384,8.8129,8.0533,7.3563,6.7143,6.1264,5.5884,5.0970,4.6575,4.2633,3.9206,3.6200,3.3553,3.1261,2.9249,2.7479,2.5904,2.4438,2.3083,2.1736,2.0426,1.9142,1.7867,,,,,,,,,
EST,Estonia,Europe and Northern America,Median,17.6855,17.5198,17.2895,16.9246,16.3695,15.6555,14.8096,13.8786,12.9190,11.9672,11.0400,10.1456,9.2997,8.5074,7.7776,7.1060,6.4900,5.9280,5.4202,4.9613,4.5579,4.2008,3.8881,3.6193,3.3827,3.1735,2.9870,2.8199,2.6710,2.5389,2.4166,2.3056,2.2016,2.1064,,,,,,,,,
EST,Estonia,Europe and Northern America,Upper,18.3116,18.1505,17.9299,17.5715,17.0241,16.3298,15.4771,14.5283,13.5506,12.5696,11.6246,10.7031,9.8249,8.9963,8.2311,7.5258,6.8789,6.2983,5.7682,5.2882,4.8700,4.5015,4.1825,3.9023,3.6548,3.4337,3.2362,3.0608,2.9132,2.7872,2.6825,2.6052,2.5388,2.4936,,,,,,,,,
ETH,Ethiopia,Sub-Saharan Africa,Lower,188.3611,183.9781,179.0154,173.8109,168.0479,161.8863,155.6287,149.5115,143.5534,137.6797,131.8161,125.8041,119.7222,113.7075,107.6436,101.6927,96.0252,90.5888,85.6928,81.0890,76.9127,72.9552,69.1714,65.3686,61.7050,58.0246,54.3773,50.9409,47.8023,44.7689,41.8157,38.9823,36.4062,34.0266,,,,,,,,,
ETH,Ethiopia,Sub-Saharan Africa,Median,201.6784,196.6930,191.3273,185.3929,178.9914,172.4059,165.7706,159.2242,152.8987,146.6720,140.4157,134.1042,127.7344,121.3774,114.9885,108.7864,102.9106,97.3793,92.2569,87.5972,83.2262,79.1056,75.2526,71.6249,68.1778,64.8988,61.7449,58.9140,56.3501,54.0839,51.9632,50.0499,48.2278,46.4612,,,,,,,,,
ETH,Ethiopia,Sub-Saharan Africa,Upper,215.9703,210.7317,204.7739,198.1460,191.0389,183.8145,176.6633,169.6546,162.8099,156.1720,149.6808,143.2020,136.4895,129.6865,122.9294,116.3707,110.1701,104.4882,99.2309,94.3996,89.9735,85.9025,82.1452,78.5941,75.4916,72.6934,70.3731,68.3023,66.5829,65.4516,64.5874,64.0615,63.6096,63.4495,,,,,,,,,
FIN,Finland,Europe and Northern America,Lower,6.4979,6.2282,5.9127,5.5774,5.2511,4.9704,4.7374,4.5427,4.3799,4.2357,4.1087,3.9988,3.9000,3.8072,3.7058,3.5894,3.4593,3.3187,3.1737,3.0265,2.8853,2.7491,2.6278,2.5185,2.4230,2.3506,2.2979,2.2600,2.2325,2.2144,2.1941,2.1661,2.1269,2.0766,,,,,,,,,
FIN,Finland,Europe and Northern America,Median,6.7206,6.4341,6.1098,5.7733,5.4544,5.1729,4.9339,4.7308,4.5591,4.4106,4.2803,4.1661,4.0635,3.9665,3.8648,3.7474,3.6135,3.4679,3.3175,3.1671,3.0219,2.8849,2.7602,2.6491,2.5559,2.4834,2.4289,2.3894,2.3601,2.3397,2.3242,2.3132,2.3041,2.2935,,,,,,,,,
FIN,Finland,Europe and Northern America,Upper,6.9784,6.6717,6.3300,5.9752,5.6600,5.3744,5.1280,4.9228,4.7421,4.5897,4.4538,4.3367,4.2333,4.1388,4.0420,3.9207,3.7799,3.6288,3.4718,3.3165,3.1636,3.0216,2.8927,2.7841,2.6932,2.6189,2.5657,2.5253,2.4973,2.4796,2.4692,2.4716,2.4953,2.5429,,,,,,,,,
FJI,Fiji,Oceania,Lower,24.9431,24.0862,23.3404,22.7222,22.2203,21.8829,21.6569,21.5350,21.5008,21.5394,21.6039,21.7095,21.8616,22.0647,22.3296,22.5670,22.7319,22.7271,22.5001,22.0621,21.4834,20.8881,20.3589,20.0212,19.9578,20.2197,20.9187,21.9729,23.2289,24.4133,25.2822,25.6052,25.2946,24.5839,,,,,,,,,
FJI,Fiji,Oceania,Median,28.8867,27.8169,26.8441,25.9612,25.1789,24.5116,23.9332,23.4684,23.0848,22.8194,22.6664,22.6139,22.6635,22.8292,23.0805,23.3229,23.4780,23.4638,23.2216,22.7662,22.1793,21.5681,21.0328,20.6946,20.6390,20.9271,21.6290,22.7194,24.1320,25.7147,27.1909,28.2710,28.9145,29.1439,,,,,,,,,
FJI,Fiji,Oceania,Upper,33.3470,32.0215,30.7241,29.4978,28.3628,27.3460,26.3567,25.5070,24.7585,24.1495,23.7390,23.5012,23.4575,23.5929,23.8454,24.0982,24.2302,24.2145,23.9748,23.5030,22.9176,22.2686,21.7223,21.3950,21.3434,21.6491,22.3665,23.5114,25.1001,27.0936,29.2719,31.3537,33.2192,34.7909,,,,,,,,,
FRA,France,Europe and Northern America,Lower,8.7964,8.3920,7.9151,7.3965,6.8610,6.3831,5.9948,5.7164,5.5385,5.4008,5.2754,5.1420,4.9956,4.8366,4.6737,4.5406,4.4368,4.3494,4.2784,4.2070,4.1367,4.0731,4.0330,4.0329,4.0541,4.0895,4.1238,4.1459,4.1568,4.1543,4.1602,4.1769,4.1960,4.1873,,,,,,,,,
FRA,France,Europe and Northern America,Median,8.9761,8.5705,8.0814,7.5350,6.9977,6.5214,6.1346,5.8471,5.6509,5.5073,5.3792,5.2461,5.0948,4.9284,4.7658,4.6313,4.5248,4.4377,4.3602,4.2882,4.2165,4.1539,4.1170,4.1134,4.1341,4.1678,4.2036,4.2281,4.2358,4.2381,4.2450,4.2607,4.2881,4.3215,,,,,,,,,
FRA,France,Europe and Northern America,Upper,9.1724,8.7666,8.2611,7.6823,7.1326,6.6584,6.2712,5.9770,5.7615,5.6128,5.4885,5.3570,5.2021,5.0201,4.8547,4.7179,4.6102,4.5249,4.4445,4.3746,4.2961,4.2326,4.1965,4.1917,4.2137,4.2477,4.2885,4.3157,4.3209,4.3243,4.3299,4.3457,4.3839,4.4602,,,,,,,,,
FSM,Micronesia (Federated States of),Oceania,Lower,40.8577,39.8404,38.9377,38.0439,37.1912,36.2324,35.2919,34.1198,32.9044,31.6501,30.4857,29.2832,31.7877,27.2843,26.4364,25.5850,24.5517,23.7075,22.7598,21.7304,20.7733,19.6744,18.6303,17.7119,16.7897,15.9936,15.2170,14.4465,13.7270,12.9522,12.2880,11.6043,10.9555,10.4021,,,,,,,,,
FSM,Micronesia (Federated States of),Oceania,Median,49.3095,48.0900,47.0668,46.1530,45.2372,44.3236,43.2857,42.1221,40.9417,39.7441,38.6186,37.6959,41.5741,36.4537,36.1120,35.8905,35.9223,35.7517,35.3970,34.8660,34.1956,33.4580,32.5428,31.6332,30.7171,29.7543,28.8296,27.9490,27.1298,26.3489,25.4907,24.6969,23.8922,23.0838,,,,,,,,,
FSM,Micronesia (Federated States of),Oceania,Upper,59.1968,57.8052,56.7609,55.7331,54.8779,53.9762,52.9972,51.8775,50.7113,49.5777,48.6932,48.3190,54.0466,48.2042,48.9033,49.8956,51.1124,52.3425,53.2699,53.7378,54.0644,54.3435,54.2775,54.2846,54.1045,53.8390,53.3515,53.0470,53.1066,52.7754,52.0831,51.7017,51.2664,50.9129,,,,,,,,,
GAB,Gabon,Sub-Saharan Africa,Lower,74.1078,73.1120,72.3164,71.5572,71.0607,70.4873,69.7756,69.0450,68.1868,66.9591,65.5265,63.8967,62.1114,60.2673,58.1611,56.1455,54.5527,52.6538,50.8543,49.1187,47.0495,45.0069,42.9261,40.7902,39.0356,37.4198,35.4904,33.8018,32.0610,30.2588,28.2427,26.7626,25.2229,23.8062,,,,,,,,,
GAB,Gabon,Sub-Saharan Africa,Median,84.8558,83.5182,82.3984,81.4480,80.5602,79.7740,78.8661,77.8970,76.7036,75.2858,73.6930,71.9286,70.0909,68.0726,65.9796,63.9233,62.0739,59.8572,57.7385,55.7267,53.4913,51.4111,49.3571,47.2538,45.6789,44.2383,42.4338,41.0062,39.5601,37.9922,36.1984,35.1527,34.1408,33.2113,,,,,,,,,
GAB,Gabon,Sub-Saharan Africa,Upper,96.5242,94.8288,93.5625,92.4589,91.3610,90.3765,89.1353,87.7868,86.2101,84.3995,82.5139,80.5004,78.5165,76.2688,74.0022,71.6324,69.6638,67.3827,65.1667,63.0653,60.7668,58.7162,56.7379,54.8465,53.5926,52.5918,51.4103,50.5708,49.7538,48.9046,47.6815,47.6233,47.5935,47.9036,,,,,,,,,
GBR,United Kingdom,Europe and Northern America,Lower,9.1224,8.5456,7.9964,7.5718,7.2647,7.0430,6.8872,6.7539,6.6398,6.5278,6.4196,6.3232,6.2223,6.1321,6.0317,5.9189,5.7920,5.6408,5.4660,5.2747,5.0734,4.8778,4.6956,4.5527,4.4457,4.3708,4.3273,4.2991,4.2872,4.2906,4.3012,4.2964,4.2389,4.1211,,,,,,,,,
GBR,United Kingdom,Europe and Northern America,Median,9.3009,8.7073,8.1666,7.7371,7.4182,7.1871,7.0190,6.8871,6.7667,6.6530,6.5460,6.4453,6.3478,6.2509,6.1498,6.0371,5.9062,5.7532,5.5745,5.3755,5.1687,4.9672,4.7880,4.6427,4.5343,4.4596,4.4125,4.3858,4.3743,4.3773,4.3997,4.4354,4.4601,4.4570,,,,,,,,,
GBR,United Kingdom,Europe and Northern America,Upper,9.4919,8.8728,8.3335,7.8973,7.5659,7.3274,7.1511,7.0257,6.9017,6.7837,6.6740,6.5668,6.4733,6.3708,6.2666,6.1554,6.0197,5.8670,5.6830,5.4794,5.2719,5.0616,4.8808,4.7309,4.6203,4.5471,4.4970,4.4745,4.4631,4.4649,4.4979,4.5789,4.6976,4.8307,,,,,,,,,
GEO,Georgia,Northern Africa and Western Asia,Lower,42.4535,42.2169,41.8271,41.3221,40.7266,39.9008,38.9216,37.5853,35.9429,34.1582,32.1178,30.0031,27.8197,25.6649,23.5823,21.5878,19.6904,17.8516,16.1534,14.6148,13.2792,12.1860,11.3267,10.6778,10.1908,9.8368,9.5821,9.3922,9.2222,9.0419,8.8053,8.4748,8.0755,7.6449,,,,,,,,,
GEO,Georgia,Northern Africa and Western Asia,Median,47.4935,47.2021,46.7751,46.2774,45.5667,44.7340,43.6382,42.2497,40.5198,38.5015,36.2813,33.8599,31.3087,28.6627,26.0418,23.5163,21.1638,19.0351,17.1565,15.5249,14.1458,13.0215,12.1195,11.4239,10.8959,10.5117,10.2221,10.0150,9.8425,9.6943,9.5724,9.4639,9.3342,9.1663,,,,,,,,,
GEO,Georgia,Northern Africa and Western Asia,Upper,53.2139,52.6882,52.2820,51.7842,51.2386,50.3450,49.2210,47.7983,46.1203,44.1482,41.8566,39.1890,36.2784,33.0423,29.9129,26.7713,23.7788,21.0572,18.7044,16.7268,15.1729,13.9291,12.9617,12.2046,11.6252,11.1980,10.8838,10.6696,10.4934,10.3991,10.4123,10.5654,10.8472,11.1300,,,,,,,,,
GHA,Ghana,Sub-Saharan Africa,Lower,120.5778,116.6333,113.6165,111.5252,109.8248,108.3964,106.7670,104.6576,101.8650,98.5234,94.7280,90.6770,86.8796,83.4485,80.3042,77.4259,74.5772,71.7209,68.6930,65.4751,62.2480,59.0104,56.0358,53.2594,50.6525,48.2687,45.9402,43.6465,41.2796,38.7764,36.2725,33.8731,31.6593,29.5237,,,,,,,,,
GHA,Ghana,Sub-Saharan Africa,Median,127.4844,123.3225,120.1017,117.7416,116.0075,114.4948,112.8659,110.5906,107.6579,104.1414,100.1674,96.0545,92.1451,88.5117,85.2061,82.2146,79.2912,76.2883,73.1456,69.8813,66.5317,63.2759,60.2227,57.3932,54.8449,52.4985,50.2229,48.0897,45.9985,43.9222,41.9908,40.2049,38.5487,37.0640,,,,,,,,,
GHA,Ghana,Sub-Saharan Africa,Upper,134.8478,130.2839,126.8107,124.3301,122.5561,120.8657,119.2202,116.9032,113.8713,110.2589,106.0427,101.7513,97.6538,93.8175,90.3939,87.1855,84.2868,81.2178,77.9537,74.5802,71.1603,67.8293,64.6702,61.8637,59.2804,56.9802,54.8422,52.9129,51.2764,49.8394,48.6548,47.6795,46.9640,46.4732,,,,,,,,,
GIN,Guinea,Sub-Saharan Africa,Lower,217.7712,212.2677,206.3538,200.1174,193.5831,187.1161,180.4832,174.0247,167.4695,160.8578,154.2704,147.7566,141.5213,136.0053,130.9276,126.5556,122.6372,119.4227,116.7386,114.4793,112.3024,110.3378,108.4437,106.3873,104.8400,102.7459,99.7680,97.2200,94.4337,91.1668,87.0139,82.5885,77.9539,73.3914,,,,,,,,,
GIN,Guinea,Sub-Saharan Africa,Median,233.1347,227.1409,220.6935,213.9392,207.0105,200.0293,193.0164,186.1056,179.2475,172.2655,165.3648,158.5682,152.1799,146.4162,141.2434,136.6432,132.6864,129.3884,126.5730,124.1285,122.0357,120.1186,118.3837,116.7265,115.6309,114.0869,111.7219,109.9432,108.0373,105.7459,103.1523,100.5060,97.7917,95.0314,,,,,,,,,
GIN,Guinea,Sub-Saharan Africa,Upper,249.7615,243.1151,236.1309,229.0134,221.4704,213.9220,206.4228,199.0287,191.8335,184.2947,177.1255,169.9168,163.2634,157.3939,152.0564,147.3461,143.3641,139.9097,137.1567,134.7436,132.8067,131.1358,129.6197,128.2702,127.6663,126.7793,125.3052,124.6539,123.7442,123.0988,123.0789,123.1806,123.6144,124.2064,,,,,,,,,
GMB,Gambia,Sub-Saharan Africa,Lower,150.7698,146.0302,141.3560,136.5795,131.6758,126.8402,121.9623,117.1530,112.4485,107.7654,103.3108,98.9970,94.6528,90.4124,86.3012,82.3869,78.5791,74.9856,71.5820,68.2973,65.2317,62.1571,59.3751,56.6250,54.0596,51.4452,48.8206,46.3643,43.9619,41.6183,39.3684,37.0107,34.6206,32.3773,,,,,,,,,
GMB,Gambia,Sub-Saharan Africa,Median,166.1022,160.4463,154.8194,149.3165,143.8466,138.4531,133.0980,127.8617,122.7713,117.8583,113.0772,108.4520,103.9125,99.4801,95.2164,91.0956,87.0977,83.3389,79.7660,76.3937,73.1203,70.1146,67.2567,64.4579,61.8396,59.3340,56.9595,54.7486,52.7006,50.7424,48.9415,47.2197,45.5962,44.0810,,,,,,,,,
GMB,Gambia,Sub-Saharan Africa,Upper,183.6913,176.7841,170.0954,163.5439,157.2565,150.9499,145.0452,139.4690,134.0859,128.7994,123.5887,118.6714,113.8525,109.2356,104.7674,100.4392,96.2444,92.3575,88.5889,85.0483,81.7758,78.7273,75.8488,73.0527,70.4868,68.2174,66.0978,64.1888,62.6072,61.3132,60.6022,59.9207,59.7911,59.5912,,,,,,,,,
GNB,Guinea-Bissau,Sub-Saharan Africa,Lower,198.8569,195.7028,192.0994,188.3680,184.4102,180.1059,175.5943,170.9458,166.0336,161.1548,156.1408,151.0530,145.4726,139.7203,133.9470,127.8185,121.5563,114.9388,108.3857,101.4361,94.4985,87.7458,81.3440,75.6617,70.3333,65.5367,61.2754,57.3158,53.6989,50.5335,47.2658,44.3912,41.6964,39.1747,,,,,,,,,
GNB,Guinea-Bissau,Sub-Saharan Africa,Median,222.3329,217.9231,213.3731,208.6288,204.1077,199.2894,194.3389,189.2001,184.2281,178.9951,173.8145,168.3883,162.7879,157.0291,151.0695,144.9021,138.5517,132.2093,126.0918,120.0080,114.2045,108.6704,103.6608,99.3421,95.3269,91.8052,88.3798,85.2567,82.0869,79.1086,76.5668,74.1470,71.6381,69.3049,,,,,,,,,
GNB,Guinea-Bissau,Sub-Saharan Africa,Upper,248.5438,242.6714,237.1478,231.6621,226.0961,220.4356,215.0131,209.7035,204.5986,199.3958,194.0565,188.4813,182.5611,176.5502,170.4439,164.2784,158.0263,152.4819,147.5474,142.8845,138.9185,135.2606,131.8433,129.2362,126.7853,125.0646,123.3913,122.6179,121.7239,121.6119,120.3968,120.0697,120.0064,119.8476,,,,,,,,,
GNQ,Equatorial Guinea,Sub-Saharan Africa,Lower,157.8896,157.7447,157.6693,157.2542,156.5398,155.2153,153.2037,150.5857,147.4385,143.9475,140.0616,135.5629,130.7820,125.9122,120.6475,115.3206,109.9882,104.4553,98.7499,93.1755,87.4128,82.0126,77.2669,72.2699,67.6696,63.3359,59.2700,55.5052,52.0023,48.8431,45.8807,43.0046,40.5255,38.2278,,,,,,,,,
GNQ,Equatorial Guinea,Sub-Saharan Africa,Median,178.7221,177.2345,175.8701,174.5029,173.1139,171.3967,169.3357,166.9043,163.7615,160.0634,155.9089,151.5055,147.0471,142.5022,137.7512,133.1586,128.5721,123.9961,119.4347,115.1769,111.0577,107.1440,103.4044,99.9070,96.5794,93.2518,89.9029,86.9999,84.1722,81.6945,78.8099,76.1188,73.3994,70.6248,,,,,,,,,
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper,200.1561,197.9618,196.1332,194.5489,193.5109,192.2164,190.4175,188.1521,185.2240,181.6012,177.7798,174.2120,169.7476,165.2625,160.3297,155.5480,151.3202,147.3901,144.2017,141.5465,138.9611,136.8203,135.6413,134.7630,133.7491,133.0842,132.7078,132.1262,131.6847,131.2770,131.7260,131.1694,131.3298,130.2320,,,,,,,,,
GRC,Greece,Europe and Northern America,Lower,10.1928,9.6693,9.2271,8.8779,8.5652,8.2388,7.8965,7.5045,7.0924,6.6594,6.2210,5.8003,5.3969,5.0369,4.7091,4.4186,4.1787,3.9915,3.8768,3.8175,3.8065,3.8354,3.8931,3.9922,4.0868,4.1409,4.1489,4.1081,4.0331,3.9262,3.7797,3.6018,3.3966,3.1757,,,,,,,,,
GRC,Greece,Europe and Northern America,Median,10.4541,9.9111,9.4707,9.1079,8.7859,8.4598,8.1025,7.7105,7.2893,6.8509,6.4089,5.9778,5.5694,5.1961,4.8618,4.5674,4.3218,4.1337,4.0142,3.9562,3.9457,3.9761,4.0400,4.1362,4.2384,4.3036,4.3127,4.2724,4.1993,4.1092,4.0139,3.9257,3.8394,3.7447,,,,,,,,,
GRC,Greece,Europe and Northern America,Upper,10.7208,10.1602,9.7124,9.3356,9.0156,8.6941,8.3278,7.9379,7.5033,7.0501,6.6028,6.1585,5.7496,5.3624,5.0167,4.7197,4.4666,4.2787,4.1533,4.0929,4.0846,4.1153,4.1856,4.2896,4.4032,4.4828,4.4884,4.4477,4.3701,4.2940,4.2586,4.2786,4.3261,4.3905,,,,,,,,,
