iso_code,country,sdg_region,bound,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,
LBR,Liberia,Sub-Saharan Africa,Lower,246.0592,247.8300,247.4729,244.0776,238.9403,231.7767,223.1170,213.0457,202.3768,190.6845,178.7065,166.5520,154.4818,142.8682,132.3980,123.1611,115.3771,108.9406,103.7132,99.3350,95.7174,92.4618,89.4414,86.3696,85.5838,80.8940,77.6846,74.2667,70.5094,66.7638,62.9488,59.2783,55.6176,52.2469,,,,,,,,,
LBR,Liberia,Sub-Saharan Africa,Median,267.7748,269.8826,269.2332,265.4579,259.2942,250.9076,241.1390,229.9890,217.9602,205.4103,192.3806,179.4140,166.5964,154.3352,143.0515,133.1819,124.8112,118.0197,112.5730,108.1034,104.3648,101.1437,98.1891,95.4064,95.0388,90.7524,88.2531,86.0276,83.9891,81.9063,79.6555,77.3677,75.0525,72.8828,,,,,,,,,
LBR,Liberia,Sub-Saharan Africa,Upper,291.9114,294.6091,293.5460,288.6362,281.3151,271.3843,260.2351,247.7890,234.5483,220.9347,207.1543,193.0658,179.1232,166.0723,154.3346,143.8990,135.2508,127.9690,122.2412,117.6197,113.9477,110.9766,108.0597,105.5825,105.9536,102.0171,100.5077,100.0188,100.0380,100.2647,100.5586,100.9107,101.4591,101.7908,,,,,,,,,
LBY,Libya,Northern Africa and Western Asia,Lower,35.5540,33.9216,32.4712,31.1847,30.1029,29.2072,28.4598,27.8505,27.3637,26.9565,26.5673,26.1724,25.6789,24.9430,23.9159,22.6614,21.2019,19.5426,17.8678,16.2959,14.8632,16.7873,12.3842,11.3881,10.5312,9.7146,9.0114,8.4270,7.8361,7.2827,6.8161,6.3749,5.9913,17.0464,,,,,,,,,
LBY,Libya,Northern Africa and Western Asia,Median,41.9050,39.7661,37.8460,36.1200,34.5893,33.1738,31.9573,30.8819,29.8893,28.9733,28.1197,27.2930,26.4552,25.5105,24.4030,23.1142,21.6836,20.1922,18.7960,17.6144,16.6325,19.5606,15.0872,14.4588,13.8660,13.3294,12.8273,12.3534,11.9359,11.5562,11.1729,10.8366,10.4647,30.7841,,,,,,,,,
LBY,Libya,Northern Africa and Western Asia,Upper,49.1580,46.4169,43.9837,41.7737,39.6497,37.7058,35.9316,34.2415,32.6642,31.1766,29.7580,28.4514,27.2420,26.0916,24.9020,23.5749,22.1885,20.8477,19.7549,19.0212,18.5941,22.7309,18.2133,18.1828,18.1727,18.1625,18.1437,18.0812,18.1029,18.0346,18.1276,18.1150,18.0143,54.9818,,,,,,,,,
LCA,Saint Lucia,Latin America and the Caribbean,Lower,19.9323,19.5182,19.1451,18.8071,18.5282,18.2677,18.0360,17.8452,17.6873,17.5589,17.4360,17.3391,17.2685,17.2184,17.1943,17.1634,17.1417,17.0902,17.0457,16.9800,16.8982,16.8027,16.6654,16.5017,16.3114,16.0656,15.8157,15.5210,15.1923,14.8080,14.4157,14.0208,13.6209,13.2276,,,,,,,,,
LCA,Saint Lucia,Latin America and the Caribbean,Median,20.8935,20.4581,20.0842,19.7603,19.4792,19.2321,19.0232,18.8475,18.6974,18.5742,18.4758,18.4021,18.3467,18.3099,18.2820,18.2653,18.2391,18.2050,18.1599,18.0988,18.0198,17.9186,17.8082,17.6762,17.5252,17.3543,17.1580,16.9551,16.7452,16.5108,16.2727,16.0263,15.7799,15.5457,,,,,,,,,
LCA,Saint Lucia,Latin America and the Caribbean,Upper,21.9309,21.4891,21.1129,20.7792,20.4864,20.2470,20.0476,19.8789,19.7522,19.6346,19.5536,19.5041,19.4716,19.4505,19.4427,19.4357,19.4373,19.4335,19.4061,19.3359,19.2554,19.1499,19.0506,18.9267,18.8174,18.6961,18.5743,18.4955,18.4038,18.3681,18.3114,18.3081,18.2891,18.2878,,,,,,,,,
LKA,Sri Lanka,Central and Southern Asia,Lower,22.8326,22.7509,22.4276,21.7947,20.9986,20.1250,19.1630,18.2088,17.3103,16.5443,15.9648,15.5128,15.1936,14.8649,28.1847,13.7576,13.0406,12.3703,11.7799,20.3170,10.9432,10.5755,10.1240,9.5949,9.0440,8.5252,8.0558,7.6632,7.3235,6.9787,6.5739,6.1425,5.7196,5.3088,,,,,,,,,
LKA,Sri Lanka,Central and Southern Asia,Median,23.3010,23.2128,22.8642,22.2198,21.3962,20.4918,19.5354,18.5577,17.6358,16.8615,16.2691,15.8303,15.5040,15.1738,28.7855,14.0428,13.3117,12.6249,12.0374,20.7704,11.1784,10.7935,10.3227,9.7854,9.2456,8.7457,8.3007,7.9121,7.5640,7.2368,6.9211,6.6226,6.3510,6.1079,,,,,,,,,
LKA,Sri Lanka,Central and Southern Asia,Upper,23.7774,23.6773,23.3087,22.6416,21.8044,20.8737,19.9136,18.9112,17.9678,17.1804,16.5721,16.1343,15.8043,15.4838,29.4029,14.3311,13.5858,12.8806,12.2892,21.2239,11.4120,11.0154,10.5226,9.9720,9.4476,8.9702,8.5536,8.1697,7.8263,7.5288,7.3057,7.1525,7.0488,7.0147,,,,,,,,,
LSO,Lesotho,Sub-Saharan Africa,Lower,76.8878,76.8192,77.8778,80.1626,83.4023,87.0401,90.4172,93.3537,95.9250,98.3198,100.3835,101.9859,103.2655,104.4935,105.3823,105.9918,105.5851,101.8786,99.2370,87.7022,81.6746,77.7675,74.7253,72.6939,70.7431,67.6737,64.2144,62.8579,59.8199,57.9467,54.5357,50.4772,46.6019,43.1233,,,,,,,,,
LSO,Lesotho,Sub-Saharan Africa,Median,84.7104,84.3294,85.1362,87.3087,90.6629,94.4976,98.2949,101.5805,104.4868,107.1852,109.3957,111.0974,112.3978,113.6734,114.6850,115.5754,115.3254,111.5125,108.7892,96.4058,90.0596,85.8772,82.5840,80.2324,78.2435,75.1119,71.8264,71.1642,69.0515,68.7079,66.7802,64.3986,61.5384,58.9340,,,,,,,,,
LSO,Lesotho,Sub-Saharan Africa,Upper,93.6382,92.9167,93.3501,95.3694,98.5365,102.4737,106.5261,110.1020,113.5048,116.5885,118.9094,120.6539,121.9615,123.4194,124.6542,125.7703,125.8827,122.2028,119.8155,106.5131,99.6482,95.2787,91.7931,89.2172,86.9888,83.5939,80.2937,80.5163,79.5681,80.9489,80.9403,80.3041,79.0803,78.0566,,,,,,,,,
LTU,Lithuania,Europe and Northern America,Lower,14.7403,16.2013,17.2590,17.3414,16.3345,14.6073,12.8326,11.7702,11.1483,10.6606,10.2425,9.7672,9.4138,9.0912,8.7909,8.5545,8.1414,7.6180,6.9498,6.2627,5.6698,5.1728,4.9116,4.7908,4.7352,4.6939,4.5375,4.2675,3.9074,3.5886,3.3822,3.2402,3.1173,2.8827,,,,,,,,,
LTU,Lithuania,Europe and Northern America,Median,15.2107,16.7483,17.8344,17.9424,16.9290,15.1381,13.4093,12.2837,11.6324,11.1654,10.7108,10.2787,9.9008,9.5755,9.2904,9.0020,8.6089,8.0405,7.3638,6.6662,6.0364,5.5578,5.2744,5.1398,5.0794,5.0221,4.8738,4.5849,4.2283,3.9121,3.6973,3.5523,3.4509,3.3803,,,,,,,,,
LTU,Lithuania,Europe and Northern America,Upper,15.6844,17.3042,18.4181,18.5586,17.5584,15.6994,14.0176,12.8108,12.1441,11.6936,11.1926,10.8161,10.4113,10.0807,9.8020,9.4617,9.0960,8.4985,7.8041,7.0856,6.4115,5.9406,5.6435,5.5122,5.4592,5.3863,5.2641,4.9412,4.5752,4.2710,4.0246,3.8856,3.8246,3.9530,,,,,,,,,
LUX,Luxembourg,Europe and Northern America,Lower,8.0937,7.6229,7.1558,6.6922,6.2512,5.8405,5.4654,5.1249,4.8086,4.5193,4.2485,3.9905,3.7441,3.5154,3.3021,3.1109,2.9430,2.7964,2.6755,2.5783,2.4995,2.4326,2.3880,2.3477,2.3135,2.2875,2.2602,2.2296,2.1922,2.1456,2.0850,2.0082,1.9216,1.8218,,,,,,,,,
LUX,Luxembourg,Europe and Northern America,Median,8.7545,8.2564,7.7586,7.2696,6.8130,6.3841,5.9863,5.6233,5.2905,4.9748,4.6879,4.4139,4.1507,3.9036,3.6761,3.4690,3.2870,3.1331,3.0048,2.8982,2.8126,2.7417,2.6883,2.6437,2.6061,2.5744,2.5488,2.5241,2.5039,2.4822,2.4595,2.4257,2.3856,2.3358,,,,,,,,,
LUX,Luxembourg,Europe and Northern America,Upper,9.4908,8.9549,8.4392,7.9296,7.4411,6.9848,6.5605,6.1749,5.8157,5.4833,5.1714,4.8749,4.5934,4.3359,4.0917,3.8681,3.6751,3.5091,3.3689,3.2569,3.1659,3.0919,3.0251,2.9728,2.9268,2.8872,2.8640,2.8465,2.8419,2.8620,2.8903,2.9238,2.9647,2.9887,,,,,,,,,
LVA,Latvia,Europe and Northern America,Lower,16.4657,17.6824,18.6435,19.1521,19.2921,18.9898,18.2460,17.1824,15.8986,14.6920,13.5701,12.6363,11.9490,11.2803,10.6217,9.9512,9.3221,8.8179,8.3280,7.8542,7.3410,6.7822,6.2103,5.6350,5.1381,4.7230,4.3848,4.1272,3.8866,3.6543,3.4125,3.1420,2.8251,2.4787,,,,,,,,,
LVA,Latvia,Europe and Northern America,Median,17.0226,18.3341,19.3118,19.8723,20.0317,19.7575,19.0347,17.9367,16.6590,15.3832,14.2393,13.3034,12.5615,11.8861,11.1862,10.4801,9.8550,9.3211,8.8240,8.3228,7.7928,7.2148,6.6184,6.0372,5.5174,5.0737,4.7203,4.4515,4.2155,3.9738,3.7278,3.4696,3.2062,2.9639,,,,,,,,,
LVA,Latvia,Europe and Northern America,Upper,17.6105,19.0392,20.0197,20.6569,20.8222,20.5653,19.8670,18.7038,17.4355,16.1211,14.9421,13.9764,13.1719,12.5183,11.7819,11.0385,10.4012,9.8196,9.3219,8.8182,8.2911,7.7109,7.0533,6.4555,5.9102,5.4492,5.0889,4.8047,4.5691,4.3336,4.0834,3.8222,3.6215,3.5221,,,,,,,,,
MAR,Morocco,Northern Africa and Western Asia,Lower,75.0130,71.7733,68.6595,65.6902,62.7846,59.9352,57.1926,54.5852,52.1614,49.9070,47.7429,45.5837,43.5068,41.4102,39.2987,37.1526,35.1039,32.9818,30.9562,28.9681,27.0501,25.2447,23.5424,21.8607,20.2689,18.7466,17.3587,16.1854,15.0856,14.0763,13.1727,12.2450,11.5180,10.8615,,,,,,,,,
MAR,Morocco,Northern Africa and Western Asia,Median,80.7819,77.3110,74.0128,70.8667,67.8417,64.9044,62.0918,59.4380,56.9330,54.5348,52.2444,50.0588,47.8825,45.7347,43.5531,41.3313,39.1435,36.9686,34.9118,32.9498,31.0847,29.3341,27.7316,26.1821,24.7423,23.3974,22.1712,21.1237,20.1887,19.3596,18.5785,17.8517,17.1771,16.5751,,,,,,,,,
MAR,Morocco,Northern Africa and Western Asia,Upper,86.8238,83.1847,79.8011,76.4706,73.3612,70.2711,67.4418,64.7735,62.2288,59.8403,57.5820,55.4044,53.2223,50.9827,48.6831,46.1856,43.6956,41.2482,38.9832,36.9092,35.1019,33.5236,32.0572,30.7149,29.5119,28.5378,27.6478,26.8814,26.2896,25.8614,25.4474,25.2238,24.9064,24.6949,,,,,,,,,
MCO,Monaco,Europe and Northern America,Lower,6.9883,6.8327,6.6323,6.3872,6.1381,5.8905,5.6464,5.4196,5.2163,5.0289,4.8594,4.7095,4.5733,4.4448,4.3309,4.2274,4.1243,4.0270,3.9255,3.8123,3.6717,3.5187,3.3541,3.1787,2.9866,2.8082,2.6295,2.4594,2.2974,2.1581,2.0179,1.8901,1.7738,1.6564,,,,,,,,,
MCO,Monaco,Europe and Northern America,Median,7.7494,7.4149,7.0962,6.7908,6.5086,6.2374,5.9876,5.7548,5.5353,5.3371,5.1585,4.9928,4.8449,4.7146,4.5935,4.4820,4.3746,4.2758,4.1774,4.0834,3.9935,3.9042,3.8126,3.7205,3.6287,3.5291,3.4278,3.3266,3.2240,3.1252,3.0232,2.9299,2.8359,2.7436,,,,,,,,,
MCO,Monaco,Europe and Northern America,Upper,8.6024,8.0541,7.6098,7.2353,6.9099,6.6206,6.3505,6.0997,5.8672,5.6558,5.4657,5.2888,5.1353,4.9922,4.8699,4.7568,4.6459,4.5431,4.4520,4.3813,4.3441,4.3373,4.3511,4.3620,4.3880,4.4216,4.4359,4.4488,4.4742,4.4917,4.5181,4.5299,4.5226,4.5240,,,,,,,,,
MDA,Republic of Moldova,Europe and Northern America,Lower,28.8660,28.9936,29.7203,31.0268,32.3554,33.2123,33.1538,32.1889,30.4916,28.3238,25.8176,23.3292,20.9950,19.1274,17.6711,16.6689,16.0731,15.7462,15.4990,15.2600,14.8589,14.3329,13.8101,13.3058,12.8821,12.5763,12.2737,12.1035,11.9990,11.9191,11.8696,11.7996,11.6285,11.2433,,,,,,,,,
MDA,Republic of Moldova,Europe and Northern America,Median,33.4900,33.8854,34.8318,36.1972,37.5123,38.3838,38.5004,37.7973,36.2281,34.0030,31.3047,28.4791,25.8100,23.4387,21.5526,20.1025,19.0752,18.2973,17.7277,17.2952,16.9375,16.6407,16.3412,16.0429,15.8065,15.5390,15.3440,15.1844,15.0648,14.9925,14.9274,14.8439,14.7669,14.6743,,,,,,,,,
MDA,Republic of Moldova,Europe and Northern America,Upper,38.8362,39.5809,40.8690,42.2732,43.5768,44.3793,44.7918,44.2808,42.7370,40.4041,37.4812,34.4794,31.7646,29.3211,27.1231,25.3342,23.8174,22.5887,21.5813,20.8763,20.4057,20.1440,19.9955,19.7914,19.5937,19.3331,19.0008,18.7174,18.4305,18.2727,18.1960,18.3674,18.9479,19.9428,,,,,,,,,
MDG,Madagascar,Sub-Saharan Africa,Lower,145.1102,139.9869,135.3806,130.9527,126.4871,122.0864,117.3041,112.4567,107.3811,102.4048,97.7182,93.3385,89.2883,85.4279,81.7520,78.2307,74.9548,71.8810,69.0171,66.4411,64.3159,62.4619,61.1446,60.2118,59.5948,59.1885,58.9601,58.7426,58.2690,57.6818,56.7479,55.4260,53.6982,51.5548,,,,,,,,,
MDG,Madagascar,Sub-Saharan Africa,Median,155.4768,150.0642,145.0170,140.1938,135.4128,130.5955,125.5996,120.3865,115.1054,109.9875,105.0126,100.3631,96.0267,92.0098,88.1979,84.6447,81.2427,78.0878,75.2502,72.8178,70.7387,69.0099,67.7398,66.8629,66.1951,65.8424,65.6699,65.6765,65.8341,66.0841,66.2596,66.2118,65.7400,64.7708,,,,,,,,,
MDG,Madagascar,Sub-Saharan Africa,Upper,166.7275,160.7185,155.1167,150.0037,145.0404,139.7737,134.3483,128.8436,123.2731,117.9337,112.6856,107.8842,103.3082,98.9990,95.0852,91.3521,87.8473,84.5801,81.8344,79.4605,77.5933,76.0515,74.8418,73.8847,73.3037,73.1419,73.2315,73.6733,74.5181,75.9050,77.5668,79.4904,81.0470,82.5794,,,,,,,,,
MDV,Maldives,Central and Southern Asia,Lower,78.1030,73.8112,69.5444,65.3044,60.9392,56.6138,52.2385,47.9655,43.7007,39.4838,35.4002,31.5535,28.0090,24.8364,24.7503,19.9051,18.0268,16.4848,15.1665,14.0292,13.0403,12.1514,11.3407,10.5977,9.8839,9.2155,8.5576,7.9425,7.3235,6.7024,6.1128,5.5636,5.0925,4.6812,,,,,,,,,
MDV,Maldives,Central and Southern Asia,Median,85.6564,80.8431,76.1158,71.5016,66.8244,62.1600,57.4460,52.7830,48.1391,43.5627,39.0487,34.7455,30.7849,27.2348,27.0162,21.5504,19.3727,17.5853,16.1182,14.8792,13.8253,12.8965,12.0516,11.2774,10.5496,9.8570,9.1947,8.5622,7.9695,7.4043,6.8815,6.4125,6.0267,5.7057,,,,,,,,,
MDV,Maldives,Central and Southern Asia,Upper,94.0768,88.6762,83.5106,78.3600,73.3303,68.2853,63.1788,58.0485,53.0397,48.0988,43.1761,38.3974,33.9047,29.8625,29.4648,23.3213,20.8222,18.7844,17.1429,15.7940,14.6613,13.6881,12.8052,12.0047,11.2599,10.5378,9.8696,9.2386,8.6642,8.1708,7.7380,7.3991,7.1436,6.9442,,,,,,,,,
MEX,Mexico,Latin America and the Caribbean,Lower,42.0195,40.0629,38.1934,36.3691,34.6143,33.0126,31.4657,29.9975,28.5897,27.2735,26.0404,24.9104,23.8531,22.8921,22.0237,21.2483,20.5301,19.8698,19.2621,18.6862,18.1316,17.5934,17.0628,16.5270,15.9805,15.4143,14.8103,14.1902,13.5621,12.8983,12.1567,11.3948,10.6527,9.9402,,,,,,,,,
MEX,Mexico,Latin America and the Caribbean,Median,45.3064,43.1963,41.1674,39.2387,37.4031,35.6531,33.9994,32.3965,30.8822,29.4350,28.0920,26.8388,25.6709,24.6020,23.6263,22.7171,21.8949,21.1447,20.4318,19.7680,19.1201,18.5067,17.9096,17.3373,16.7788,16.2473,15.7233,15.2154,14.7206,14.2284,13.7606,13.3240,12.8739,12.4591,,,,,,,,,
MEX,Mexico,Latin America and the Caribbean,Upper,48.6918,46.4326,44.2474,42.1948,40.2215,38.3612,36.5668,34.8391,33.2417,31.6939,30.2758,28.9466,27.6914,26.5207,25.4252,24.4260,23.4828,22.6099,21.7789,21.0279,20.3134,19.6363,18.9922,18.3725,17.7713,17.2110,16.6937,16.2428,15.8711,15.6107,15.4687,15.4462,15.4236,15.4939,,,,,,,,,
MHL,Marshall Islands,Oceania,Lower,40.5213,39.1383,37.8603,36.8201,36.0327,35.6053,35.4655,35.6084,35.8250,36.0654,36.1744,36.1591,36.1169,36.0016,35.7760,35.5960,35.2618,34.9434,34.4625,33.8032,32.8830,31.8042,30.6050,29.1235,27.6344,26.0964,24.6579,23.2473,21.8324,20.4187,19.2067,18.0878,16.9797,15.9837,,,,,,,,,
MHL,Marshall Islands,Oceania,Median,47.5871,45.8576,44.2696,42.9414,42.0346,41.5380,41.3920,41.5231,41.9095,42.2650,42.4664,42.5039,42.3805,42.1304,41.7986,41.4220,41.0093,40.6013,40.1860,39.7438,39.3662,38.8679,38.2140,37.4847,36.6176,35.6739,34.7783,33.8112,32.8640,31.9253,31.0286,30.0337,29.1317,28.1766,,,,,,,,,
MHL,Marshall Islands,Oceania,Upper,55.6759,53.5775,51.6422,50.0428,48.8785,48.2736,48.1927,48.5117,48.8821,49.3450,49.6484,49.6701,49.5512,49.2262,48.7367,48.2971,47.8789,47.4309,47.3298,47.3648,47.6869,48.1564,48.5125,49.0055,49.0969,49.4479,49.3795,49.4603,49.6560,49.8294,49.8519,49.5054,49.2472,49.1125,,,,,,,,,
MKD,North Macedonia,Europe and Northern America,Lower,35.9697,33.5250,32.1255,30.3243,27.4684,23.6987,20.1445,18.5216,17.6044,16.5249,15.2964,14.0217,13.6520,13.7040,13.5267,13.0554,12.3120,11.6835,11.0693,10.4045,9.8160,9.3858,9.5600,10.0645,10.5055,10.6451,10.1927,9.1265,7.6496,6.4064,5.5154,4.5969,3.6613,2.7196,,,,,,,,,
MKD,North Macedonia,Europe and Northern America,Median,36.9712,34.6306,33.0313,31.3486,28.4518,24.5135,21.1612,19.2708,18.3181,17.2976,15.9336,14.8013,14.3433,14.3334,14.2165,13.7131,12.9910,12.3070,11.6610,10.9985,10.3748,10.0391,10.1795,10.6564,11.1381,11.2797,10.8260,9.6829,8.2512,6.9689,5.9500,5.0169,4.0819,3.2587,,,,,,,,,
MKD,North Macedonia,Europe and Northern America,Upper,37.9767,35.7061,33.9774,32.4884,29.5200,25.3187,22.1234,20.0619,19.1184,18.2180,16.5896,15.5148,15.0164,15.0181,15.0052,14.3771,13.7265,12.9736,12.2939,11.6395,10.9799,10.6954,10.8074,11.2712,11.8092,11.9711,11.5541,10.2827,8.8291,7.5341,6.4416,5.5070,4.5627,3.8678,,,,,,,,,
MLI,Mali,Sub-Saharan Africa,Lower,217.4386,213.3086,209.4891,206.0629,202.6926,199.4268,195.5324,191.4767,186.7305,181.6541,176.2301,170.5650,164.6656,158.6267,152.8614,147.4083,142.2630,137.3750,132.6888,128.2274,123.8394,119.6173,115.3802,111.1974,107.2693,103.2049,99.1866,95.1789,91.0205,86.9163,82.4388,77.8966,73.3507,68.6925,,,,,,,,,
MLI,Mali,Sub-Saharan Africa,Median,231.0330,226.5480,222.6170,218.9115,215.3834,211.8945,208.0711,203.7962,198.9619,193.5263,187.5792,181.4676,175.1779,168.9962,163.0759,157.4333,152.1833,147.2718,142.6163,138.1679,133.9225,129.8737,126.0557,122.4496,118.9816,115.6763,112.4255,109.2721,106.1248,103.1149,99.9978,96.9475,93.9828,91.3014,,,,,,,,,
MLI,Mali,Sub-Saharan Africa,Upper,245.7995,240.9041,236.4070,232.5464,228.9602,225.5804,221.7844,217.5474,212.5020,206.5197,200.0355,193.5080,186.7087,180.2019,174.0259,168.1927,162.7377,157.7814,153.1533,148.8331,144.6686,141.0650,137.6122,134.4321,131.7687,129.5968,127.5709,125.7847,124.2142,122.9515,121.9308,121.1850,121.0965,121.4330,,,,,,,,,
MLT,Malta,Europe and Northern America,Lower,10.6017,10.2067,9.8380,9.4679,9.0840,8.6929,8.3006,7.9222,7.5767,7.2531,6.9767,6.7478,6.5723,6.4408,6.3491,6.3002,6.2639,6.2532,6.2529,6.2453,6.2431,6.2169,6.1906,6.1412,6.0736,5.9921,5.8979,5.7745,5.6217,5.4326,5.2166,4.9693,4.7239,4.4569,,,,,,,,,
MLT,Malta,Europe and Northern America,Median,11.3494,10.9547,10.5670,10.1772,9.7865,9.3962,9.0031,8.6116,8.2432,7.9131,7.6334,7.3968,7.2072,7.0677,6.9769,6.9172,6.8886,6.8801,6.8780,6.8736,6.8601,6.8309,6.7891,6.7380,6.6755,6.5984,6.5006,6.3848,6.2615,6.1181,5.9675,5.8153,5.6532,5.4956,,,,,,,,,
MLT,Malta,Europe and Northern America,Upper,12.1722,11.7549,11.3608,10.9692,10.5735,10.1640,9.7542,9.3561,8.9849,8.6420,8.3370,8.1033,7.9100,7.7624,7.6653,7.6059,7.5602,7.5418,7.5351,7.5319,7.5237,7.5055,7.4618,7.3992,7.3322,7.2550,7.1602,7.0579,6.9552,6.8616,6.8075,6.7884,6.7760,6.7575,,,,,,,,,
MMR,Myanmar,Eastern and South-Eastern Asia,Lower,104.9394,102.8142,100.7069,98.3469,96.0659,93.7980,91.4882,89.1496,86.8870,84.6105,82.3706,80.0460,77.6617,75.2301,72.6546,69.9626,67.2119,64.2317,89.8845,58.0172,54.8419,51.5658,48.1649,45.0785,42.1928,39.5159,37.0431,34.7086,32.4305,30.3301,28.4826,26.7103,25.0409,23.5127,,,,,,,,,
MMR,Myanmar,Eastern and South-Eastern Asia,Median,115.0952,112.5056,109.8908,107.2269,104.6145,101.9558,99.3607,96.8254,94.2957,91.8534,89.4743,87.1220,84.7106,82.2122,79.6928,77.0552,74.3755,71.6114,101.0805,65.9780,63.2144,60.5144,57.9780,55.5848,53.4299,51.3461,49.4718,47.7221,45.9776,44.4018,42.8574,41.3676,40.0309,38.7362,,,,,,,,,
MMR,Myanmar,Eastern and South-Eastern Asia,Upper,126.6202,123.4895,120.4603,117.1713,113.9816,111.0961,108.1571,105.3514,102.7129,100.0985,97.4152,94.8934,92.3338,89.9367,87.3681,84.6752,82.1570,79.6555,113.5655,74.7840,72.6828,70.5313,68.5520,66.7429,65.1524,63.9179,63.0144,62.3030,62.0535,61.8308,61.5479,61.5427,61.6715,61.4190,,,,,,,,,
MNE,Montenegro,Europe and Northern America,Lower,15.7101,15.0455,14.6355,14.4339,14.3649,14.3645,14.3535,14.2989,14.1551,13.8830,13.4714,12.9382,12.2814,11.5492,10.7567,9.9367,9.1042,8.2847,7.5008,6.7711,6.1009,5.4930,4.9636,4.4991,4.1011,3.7586,3.4700,3.2202,3.0123,2.8226,2.6357,2.4636,2.2951,2.1390,,,,,,,,,
MNE,Montenegro,Europe and Northern America,Median,16.4970,15.8139,15.3869,15.1749,15.1017,15.0936,15.0970,15.0532,14.9085,14.6390,14.2199,13.6646,12.9892,12.2315,11.4057,10.5579,9.7020,8.8579,8.0410,7.2769,6.5791,5.9496,5.3942,4.9061,4.4845,4.1260,3.8197,3.5619,3.3455,3.1564,2.9894,2.8376,2.7004,2.5846,,,,,,,,,
MNE,Montenegro,Europe and Northern America,Upper,17.3503,16.6505,16.2142,15.9690,15.8776,15.8621,15.8585,15.8216,15.6775,15.4006,14.9830,14.4185,13.7312,12.9491,12.1144,11.2408,10.3572,9.4762,8.6230,7.8354,7.1046,6.4482,5.8688,5.3542,4.9040,4.5195,4.1928,3.9212,3.6984,3.5181,3.3776,3.2725,3.1930,3.1295,,,,,,,,,
MNG,Mongolia,Eastern and South-Eastern Asia,Lower,97.9288,94.0319,90.2367,86.6537,83.0114,79.3356,75.4216,71.2378,66.9330,62.3201,57.7871,53.2010,48.7331,44.6918,40.9746,37.6141,34.6161,31.9461,29.5624,27.4460,25.5375,23.8312,22.3371,21.1224,20.0496,19.0371,18.0416,17.0437,16.0988,15.2171,14.5122,13.9685,13.5131,13.1011,,,,,,,,,
MNG,Mongolia,Eastern and South-Eastern Asia,Median,106.4903,101.9767,97.8345,93.9126,90.0063,86.0277,81.8548,77.3793,72.6858,67.8061,62.8598,57.9722,53.2440,48.7414,44.5351,40.6733,37.1384,33.9463,31.0653,28.5096,26.2619,24.3503,22.7878,21.5319,20.4452,19.4220,18.4137,17.4073,16.4299,15.5552,14.8380,14.2908,13.8994,13.6356,,,,,,,,,
MNG,Mongolia,Eastern and South-Eastern Asia,Upper,115.9846,110.8619,106.2324,101.9534,97.6965,93.4020,88.7881,83.9507,78.8853,73.6664,68.3938,63.1957,58.0774,53.1706,48.4671,44.0110,39.8199,36.0254,32.6094,29.5901,27.0021,24.8864,23.2514,21.9516,20.8516,19.8083,18.7831,17.7837,16.7891,15.9177,15.1881,14.6427,14.3020,14.1874,,,,,,,,,
MOZ,Mozambique,Sub-Saharan Africa,Lower,214.3102,211.7726,208.4994,204.6237,199.2468,193.0342,185.8947,177.6340,168.8854,159.9988,151.2488,143.0388,135.4196,128.4195,121.8561,115.6551,109.2443,101.5939,95.5433,89.7041,87.2214,83.0123,78.9347,75.1994,71.8335,67.8119,64.9565,63.4729,61.8384,60.1394,58.3996,56.0793,53.6340,50.1051,,,,,,,,,
MOZ,Mozambique,Sub-Saharan Africa,Median,232.9465,229.6582,225.7637,221.2487,215.4565,208.6235,200.6260,191.7372,182.1393,172.4057,162.9614,154.1959,145.9634,138.5372,131.5609,124.9927,118.1560,110.0470,103.6575,97.5162,94.9738,90.4659,86.2985,82.5994,79.2069,75.1434,72.3363,70.9268,69.5107,68.3476,67.3413,65.8055,64.3300,61.6531,,,,,,,,,
MOZ,Mozambique,Sub-Saharan Africa,Upper,252.8899,249.1824,244.7520,239.7228,233.3233,225.5868,216.7433,206.7996,196.1609,185.5609,175.5063,166.0462,157.2044,149.2570,141.8410,134.8490,127.6063,118.8964,111.9693,105.5507,102.9401,98.3979,94.2522,90.7568,87.4792,83.3800,80.5982,79.5202,78.4715,77.8540,77.8058,77.5611,77.4723,76.0579,,,,,,,,,
MRT,Mauritania,Sub-Saharan Africa,Lower,104.7579,103.6845,103.1489,102.7729,102.5628,101.9971,100.9251,99.2094,96.7638,93.5684,89.7853,85.3650,80.4801,75.2391,69.8577,64.6990,60.3674,56.6795,53.8657,51.6967,50.0383,48.6820,47.4184,46.0852,44.6453,43.1229,41.3161,39.3995,37.2666,35.0047,32.9115,30.8428,28.8006,26.9365,,,,,,,,,
MRT,Mauritania,Sub-Saharan Africa,Median,115.4008,114.0513,113.1005,112.2881,111.5725,110.7883,109.6539,107.8935,105.5414,102.2677,98.2187,93.4715,88.1241,82.4724,76.9903,71.8364,67.2986,63.4639,60.4033,57.9463,56.0881,54.4916,53.0604,51.7245,50.3652,48.9464,47.4447,45.9351,44.4640,43.0480,41.6693,40.3209,39.1215,37.8043,,,,,,,,,
